Collection Year,Collection Agency,Collection Name,OBS Gear Code,FMP Area,Reporting Area,ADFG Region,ADFG Statistical Area,Agency Species Code Type,Species Code,Species Group Code,Species Group Name,Number Animals,Weight,Record Count,Contact,Date Received from AKR
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,620,Westward,545802,AKR,172,DUSK,GOA Dusky Rockfish,1,0.1,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,620,Westward,585531,AKR,172,DUSK,GOA Dusky Rockfish,37,34.17,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,620,Westward,585601,AKR,172,DUSK,GOA Dusky Rockfish,2,0.8,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,515935,AKR,172,DUSK,GOA Dusky Rockfish,40,73,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,515936,AKR,172,DUSK,GOA Dusky Rockfish,45,140,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,525902,AKR,172,DUSK,GOA Dusky Rockfish,2,4,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,535901,AKR,172,DUSK,GOA Dusky Rockfish,7,17,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525630,AKR,172,DUSK,GOA Dusky Rockfish,15,26.19,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525702,AKR,172,DUSK,GOA Dusky Rockfish,9,9.15,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525731,AKR,172,DUSK,GOA Dusky Rockfish,2,1.98,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525732,AKR,172,DUSK,GOA Dusky Rockfish,53,29.11,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525807,AKR,172,DUSK,GOA Dusky Rockfish,1,1.42,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535631,AKR,172,DUSK,GOA Dusky Rockfish,2,1.84,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535702,AKR,172,DUSK,GOA Dusky Rockfish,1,1.12,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,172,DUSK,GOA Dusky Rockfish,4,5.97,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535803,AKR,172,DUSK,GOA Dusky Rockfish,1,0.05,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535831,AKR,172,DUSK,GOA Dusky Rockfish,1,1.25,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,605531,AKR,172,DUSK,GOA Dusky Rockfish,2,0.26,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2012,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,555701,AKR,172,DUSK,GOA Dusky Rockfish,1,1.82,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2012,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,585531,AKR,172,DUSK,GOA Dusky Rockfish,1,1.18,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2012,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,515802,AKR,172,DUSK,GOA Dusky Rockfish,1,0.22,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2012,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525702,AKR,172,DUSK,GOA Dusky Rockfish,1,0.74,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2012,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525703,AKR,172,DUSK,GOA Dusky Rockfish,9,4.11,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2012,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525732,AKR,172,DUSK,GOA Dusky Rockfish,1,0.05,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2012,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,172,DUSK,GOA Dusky Rockfish,4,4.13,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2012,ADFG,Sport Fishery,,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,4777,6401,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2012,ADFG,Sport Fishery,,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,64,88,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2012,ADFG,Sport Fishery,,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,789,1144,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2012,IPHC,IPHC Annual Longline Survey,8,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2012,IPHC,IPHC Annual Longline Survey,8,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2012,IPHC,IPHC Annual Longline Survey,8,GOA,659,,,AKR,172,DUSK,GOA Dusky Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2012,NMFS,AFSC Annual Longline Survey,,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,1,1.349,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2012,NMFS,AFSC Annual Longline Survey,,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,8,10.79,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2012,NMFS,AFSC Annual Longline Survey,,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,2,2.697,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,605507,AKR,172,DUSK,GOA Dusky Rockfish,6,3.7,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,615508,AKR,172,DUSK,GOA Dusky Rockfish,12,8.2,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,625435,AKR,172,DUSK,GOA Dusky Rockfish,4,2.2,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,635433,AKR,172,DUSK,GOA Dusky Rockfish,1,0.6,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,620,Westward,545802,AKR,172,DUSK,GOA Dusky Rockfish,1,0.5,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,620,Westward,585531,AKR,172,DUSK,GOA Dusky Rockfish,25,19.5,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,515907,AKR,172,DUSK,GOA Dusky Rockfish,1,1,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,515932,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,515935,AKR,172,DUSK,GOA Dusky Rockfish,1,3,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,515936,AKR,172,DUSK,GOA Dusky Rockfish,4,10,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525630,AKR,172,DUSK,GOA Dusky Rockfish,6,5.2,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525732,AKR,172,DUSK,GOA Dusky Rockfish,1,0.9,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525806,AKR,172,DUSK,GOA Dusky Rockfish,1,1.7,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525807,AKR,172,DUSK,GOA Dusky Rockfish,1,1.1,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535631,AKR,172,DUSK,GOA Dusky Rockfish,3,1.9,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535635,AKR,172,DUSK,GOA Dusky Rockfish,1,0.8,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,172,DUSK,GOA Dusky Rockfish,1,1.6,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535803,AKR,172,DUSK,GOA Dusky Rockfish,17,13.6,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2013,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,545802,AKR,172,DUSK,GOA Dusky Rockfish,1,1.3,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2013,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535733,AKR,172,DUSK,GOA Dusky Rockfish,1,0.9,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2013,ADFG,Sport Fishery,,GOA,610,,,AKR,172,DUSK,GOA Dusky Rockfish,75,109,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2013,ADFG,Sport Fishery,,GOA,620,,,AKR,172,DUSK,GOA Dusky Rockfish,218,317,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2013,ADFG,Sport Fishery,,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,6545,9707,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2013,ADFG,Sport Fishery,,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,47,64,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2013,ADFG,Sport Fishery,,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,786,921,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2013,IPHC,IPHC Annual Longline Survey,8,GOA,610,,635330,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2013,IPHC,IPHC Annual Longline Survey,8,GOA,610,,645331,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2013,IPHC,IPHC Annual Longline Survey,8,GOA,610,,645401,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2013,IPHC,IPHC Annual Longline Survey,8,GOA,610,,655330,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2013,IPHC,IPHC Annual Longline Survey,8,GOA,640,,415900,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2013,IPHC,IPHC Annual Longline Survey,8,GOA,640,,435931,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2013,IPHC,IPHC Annual Longline Survey,8,GOA,650,,345537,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2013,NMFS,AFSC Annual Longline Survey,,GOA,610,,,AKR,172,DUSK,GOA Dusky Rockfish,3,4.046,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2013,NMFS,AFSC Annual Longline Survey,,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,2,2.698,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2013,NMFS,AFSC Annual Longline Survey,,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,10,13.486,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2013,NMFS,AFSC Annual Longline Survey,,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,14,18.88,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2013,NMFS,Gulf of Alaska Bottom Trawl Survey,1,GOA,610,,,AKR,172,DUSK,GOA Dusky Rockfish,135,138.155,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/31/2022 6:00
2013,NMFS,Gulf of Alaska Bottom Trawl Survey,1,GOA,620,,,AKR,172,DUSK,GOA Dusky Rockfish,782,1254.5,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/31/2022 6:00
2013,NMFS,Gulf of Alaska Bottom Trawl Survey,1,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,2561,4343.213,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/31/2022 6:00
2013,NMFS,Gulf of Alaska Bottom Trawl Survey,1,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,655,1028.84,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/31/2022 6:00
2013,NMFS,Gulf of Alaska Bottom Trawl Survey,1,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,22,34.33,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/31/2022 6:00
2013,NMFS,Salmon EFP 13-01,1,GOA,620,,545732,AKRO,172,DUSK,GOA Dusky Rockfish,0,14,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2013,NMFS,Salmon EFP 13-01,1,GOA,630,,525630,AKRO,172,DUSK,GOA Dusky Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2013,NMFS,Salmon EFP 13-01,1,GOA,630,,525702,AKRO,172,DUSK,GOA Dusky Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,605431,AKR,172,DUSK,GOA Dusky Rockfish,4,2.6,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,605506,AKR,172,DUSK,GOA Dusky Rockfish,1,0.4,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,615508,AKR,172,DUSK,GOA Dusky Rockfish,4,2.8,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,625502,AKR,172,DUSK,GOA Dusky Rockfish,7,5.2,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,620,Westward,545632,AKR,172,DUSK,GOA Dusky Rockfish,2,0.3,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,620,Westward,585601,AKR,172,DUSK,GOA Dusky Rockfish,1,0.6,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,515730,AKR,172,DUSK,GOA Dusky Rockfish,23,28.6,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525731,AKR,172,DUSK,GOA Dusky Rockfish,5,4,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525732,AKR,172,DUSK,GOA Dusky Rockfish,2,2.3,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525733,AKR,172,DUSK,GOA Dusky Rockfish,3,2.3,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525807,AKR,172,DUSK,GOA Dusky Rockfish,1,1.2,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535631,AKR,172,DUSK,GOA Dusky Rockfish,1,0.5,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535632,AKR,172,DUSK,GOA Dusky Rockfish,2,2,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535732,AKR,172,DUSK,GOA Dusky Rockfish,1,1.4,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,172,DUSK,GOA Dusky Rockfish,2,2.9,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535803,AKR,172,DUSK,GOA Dusky Rockfish,24,9.7,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2014,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,595505,AKR,172,DUSK,GOA Dusky Rockfish,1,1.6,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2014,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,545631,AKR,172,DUSK,GOA Dusky Rockfish,1,0.7,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2014,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,555701,AKR,172,DUSK,GOA Dusky Rockfish,6,2.3,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2014,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525703,AKR,172,DUSK,GOA Dusky Rockfish,2,3.9,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2014,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525731,AKR,172,DUSK,GOA Dusky Rockfish,1,1.477,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2014,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525733,AKR,172,DUSK,GOA Dusky Rockfish,1,1,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2014,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535631,AKR,172,DUSK,GOA Dusky Rockfish,2,2.2,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2014,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,172,DUSK,GOA Dusky Rockfish,9,9.4,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2014,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535831,AKR,172,DUSK,GOA Dusky Rockfish,2,2.9,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2014,ADFG,Sport Fishery,,GOA,610,,,AKR,172,DUSK,GOA Dusky Rockfish,20,33,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2014,ADFG,Sport Fishery,,GOA,620,,,AKR,172,DUSK,GOA Dusky Rockfish,232,394,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2014,ADFG,Sport Fishery,,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,10567,14031,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2014,ADFG,Sport Fishery,,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,141,197,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2014,ADFG,Sport Fishery,,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,1348,1714,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2014,ADFG,Spot Shrimp Survey,6,GOA,649,Southcentral,476035,AKR,172,DUSK,GOA Dusky Rockfish,1,0.26,1,"Mike Byerly, ADFG, mike.byerly@alaska.gov",10/31/2022 6:00
