"sigr","q_srv1","q_srv2","F40","natmort","spawn_biom_proj","ABC","obj_fun","tot_biom_1977","tot_biom_1978","tot_biom_1979","tot_biom_1980","tot_biom_1981","tot_biom_1982","tot_biom_1983","tot_biom_1984","tot_biom_1985","tot_biom_1986","tot_biom_1987","tot_biom_1988","tot_biom_1989","tot_biom_1990","tot_biom_1991","tot_biom_1992","tot_biom_1993","tot_biom_1994","tot_biom_1995","tot_biom_1996","tot_biom_1997","tot_biom_1998","tot_biom_1999","tot_biom_2000","tot_biom_2001","tot_biom_2002","tot_biom_2003","tot_biom_2004","tot_biom_2005","tot_biom_2006","tot_biom_2007","tot_biom_2008","tot_biom_2009","tot_biom_2010","tot_biom_2011","tot_biom_2012","tot_biom_2013","tot_biom_2014","tot_biom_2015","tot_biom_2016","tot_biom_2017","tot_biom_2018","tot_biom_2019","tot_biom_2020","log_rec_dev_1948","log_rec_dev_1949","log_rec_dev_1950","log_rec_dev_1951","log_rec_dev_1952","log_rec_dev_1953","log_rec_dev_1954","log_rec_dev_1955","log_rec_dev_1956","log_rec_dev_1957","log_rec_dev_1958","log_rec_dev_1959","log_rec_dev_1960","log_rec_dev_1961","log_rec_dev_1962","log_rec_dev_1963","log_rec_dev_1964","log_rec_dev_1965","log_rec_dev_1966","log_rec_dev_1967","log_rec_dev_1968","log_rec_dev_1969","log_rec_dev_1970","log_rec_dev_1971","log_rec_dev_1972","log_rec_dev_1973","log_rec_dev_1974","log_rec_dev_1975","log_rec_dev_1976","log_rec_dev_1977","log_rec_dev_1978","log_rec_dev_1979","log_rec_dev_1980","log_rec_dev_1981","log_rec_dev_1982","log_rec_dev_1983","log_rec_dev_1984","log_rec_dev_1985","log_rec_dev_1986","log_rec_dev_1987","log_rec_dev_1988","log_rec_dev_1989","log_rec_dev_1990","log_rec_dev_1991","log_rec_dev_1992","log_rec_dev_1993","log_rec_dev_1994","log_rec_dev_1995","log_rec_dev_1996","log_rec_dev_1997","log_rec_dev_1998","log_rec_dev_1999","log_rec_dev_2000","log_rec_dev_2001","log_rec_dev_2002","log_rec_dev_2003","log_rec_dev_2004","log_rec_dev_2005","log_rec_dev_2006","log_rec_dev_2007","log_rec_dev_2008","log_rec_dev_2009","log_rec_dev_2010","log_rec_dev_2011","log_rec_dev_2012","log_rec_dev_2013","log_rec_dev_2014","log_rec_dev_2015","log_rec_dev_2016","log_rec_dev_2017","log_rec_dev_2018","log_rec_dev_2019","log_rec_dev_2020","spawn_biom_1977","spawn_biom_1978","spawn_biom_1979","spawn_biom_1980","spawn_biom_1981","spawn_biom_1982","spawn_biom_1983","spawn_biom_1984","spawn_biom_1985","spawn_biom_1986","spawn_biom_1987","spawn_biom_1988","spawn_biom_1989","spawn_biom_1990","spawn_biom_1991","spawn_biom_1992","spawn_biom_1993","spawn_biom_1994","spawn_biom_1995","spawn_biom_1996","spawn_biom_1997","spawn_biom_1998","spawn_biom_1999","spawn_biom_2000","spawn_biom_2001","spawn_biom_2002","spawn_biom_2003","spawn_biom_2004","spawn_biom_2005","spawn_biom_2006","spawn_biom_2007","spawn_biom_2008","spawn_biom_2009","spawn_biom_2010","spawn_biom_2011","spawn_biom_2012","spawn_biom_2013","spawn_biom_2014","spawn_biom_2015","spawn_biom_2016","spawn_biom_2017","spawn_biom_2018","spawn_biom_2019","spawn_biom_2020","log_mean_rec","spawn_biom_proj_2021","spawn_biom_proj_2022","spawn_biom_proj_2023","spawn_biom_proj_2024","spawn_biom_proj_2025","spawn_biom_proj_2026","spawn_biom_proj_2027","spawn_biom_proj_2028","spawn_biom_proj_2029","spawn_biom_proj_2030","spawn_biom_proj_2031","spawn_biom_proj_2032","spawn_biom_proj_2033","spawn_biom_proj_2034","spawn_biom_proj_2035","pred_catch_proj_2021","pred_catch_proj_2022","pred_catch_proj_2023","pred_catch_proj_2024","pred_catch_proj_2025","pred_catch_proj_2026","pred_catch_proj_2027","pred_catch_proj_2028","pred_catch_proj_2029","pred_catch_proj_2030","pred_catch_proj_2031","pred_catch_proj_2032","pred_catch_proj_2033","pred_catch_proj_2034","pred_catch_proj_2035","rec_proj_2021","rec_proj_2022","rec_proj_2023","rec_proj_2024","rec_proj_2025","rec_proj_2026","rec_proj_2027","rec_proj_2028","rec_proj_2029","rec_proj_2030","tot_biom_proj_2020"
2.00914,0.662484,1,0.138861,0.07,44850.1,12181,580.244,24015.8,23489,24086.4,25277.6,27348.1,29455.4,30851.3,33540.1,35286.1,37539.1,39478.9,42247,43280.2,47961.2,52037.6,57402,59548.7,63167.3,65643.1,69485.6,71920.9,75340.8,80275.5,81633.7,84480.3,88201.9,91040.3,94484.6,97686.9,100614,102392,101896,100728,99988.5,102640,105516,106547,113533,116145,119142,122446,124374,124377,123380,-0.795028,-1.25751,-1.9153,-1.54743,-1.32473,-0.29545,-1.03567,-2.48859,-0.722689,-1.69147,-2.25081,-0.720285,0.0703891,-0.253171,-0.560366,-1.4218,0.868084,-1.03664,-2.34946,-1.17663,-1.84761,-0.227446,-3.99082,0.292143,0.937899,-7.40033,-2.4909,0.0461836,0.213721,-0.330282,0.382287,0.799543,1.09799,1.63614,0.974168,-0.838076,1.51421,-0.502364,0.599039,0.269649,1.49648,0.693272,2.50192,1.75005,1.89257,-1.33416,1.91592,1.08128,2.10548,-0.333699,1.64335,2.50851,0.468667,1.92915,2.14982,1.32109,1.9004,1.40226,1.06967,1.28464,0.699688,1.44718,1.27056,2.52784,1.89827,1.78106,2.8771,-2.30924,0.868498,2.04873,0.556961,0.765186,-0.980856,9331.17,8982.87,8993.94,9003.03,8860.36,8841.85,8902.01,9227.72,9844.54,10951.1,12295.2,13689.8,14465.2,15084,15465.5,15996,16004.3,16377.9,17270.6,18691.5,20778.8,23011.7,24563.1,25333.4,26092.6,26840.8,27800.8,28920.3,30550.5,32638,34466.2,35696.5,36407.7,37211.9,37799.5,38325.5,37611.8,37483.8,37366.2,38149.8,39305.7,41412.1,43432.1,45717.3,0.600327,44850.1,43820.3,41642.4,39060.8,36218.1,33304.6,30545.1,28120.2,26172.3,24772.7,24112.4,24574.2,26538.3,30249.5,35385.2,12181,11779.1,11153.6,10470.4,9696.02,8849.74,8032.68,7347.09,6803.23,6342.6,5975.1,5824.1,6054.72,6840.27,8412.34,2.9893,7.17335,4.091,3.77497,1.29855,10.7553,11.1814,8.70263,60.6306,49.1385,122005
1.53345,0.745765,1,0.372436,0.07,37384.1,24532.3,580.742,16857.8,17414.3,17542.5,19644,20535.3,22151.1,23495.6,26319.1,28737.6,31101.7,33172.2,36452.5,38425.6,44564.4,49329.9,56631.1,58605.9,61548.1,64418.3,68389.9,71157.9,74139.1,78053.1,78286.7,80600.3,84626.8,86066.8,88702.1,91841.6,94027.2,95009.8,94142.4,92505.7,92179.2,93564.4,94897.7,96469.7,100407,102515,103144,102507,100710,98173.2,95477.9,-2.15369,-0.147342,-0.927346,0.56083,-1.80431,-1.45578,-0.812057,-3.12944,0.559982,-2.55237,-1.29417,-0.102376,-1.31147,-2.15576,-0.56327,-0.644557,0.232108,0.113694,-2.95457,-1.5143,-1.65603,-1.4387,-0.383839,-2.3618,0.775656,-1.57735,-1.03308,-0.65543,-0.505421,0.827408,1.02203,-1.77039,2.11472,0.210866,1.68343,-1.82009,1.90128,0.598692,0.239618,0.322084,1.99608,1.24515,2.94445,1.57732,2.44943,-2.22374,1.51448,1.69653,2.43803,0.81605,1.88543,2.63053,0.442983,2.23159,2.40077,1.66819,1.88552,1.82348,1.02764,0.91002,1.00408,1.66575,1.79118,2.51336,2.08608,2.04605,2.71937,1.03921,-3.24077,-1.63676,-0.646138,0.684596,0.862596,6765.79,6645.58,6533.31,6387.36,6095.36,5737.65,5866.2,6270.7,7083.21,8263.66,9616.45,10993.3,11957,12810.4,13638.6,14772.3,14667.9,15345.5,16699,18521.9,20868.1,22996.9,24338,24665.5,25182,26179.9,26573.1,27630.2,29196.5,30978.6,32641.5,33735.2,34269.7,35046.2,35378.6,35304.1,34880.3,34416.7,34251.8,34512,35258.6,36381.8,37579.2,38715.3,0.296883,37384.1,28942.3,22958.5,17987.5,14120.7,11222,9047.45,7400.76,6471.31,5920.2,5623.03,5493.5,5455.97,5468.63,5477.2,24532.3,20020.4,15702.3,12085.8,9359.79,7415.33,5991.45,4193.17,3148.04,2584.46,2308.99,2198.5,2194.15,2228.38,2225.68,1.61884,1.46017,0.321016,3.94008,0.452727,3.72574,2.95681,3.08176,1.05863,2.88226,92340.4
1.61475,0.575255,1,0.195384,0.07,54539,20081.6,558.798,21094.4,21243.8,21906.4,24222,26298.2,27936.8,29704.4,33318.8,35534.7,38677,40874,44603.8,46693.6,51761.1,58341.6,64406.2,66651.1,70157,72656.2,77769.7,80437.2,84574.3,89970.6,91625.7,94612.9,100450,103628,107693,111837,114954,116591,116384,115550,116869,118848,124044,126815,133832,137774,141212,142573,142918,141076,138563,0.164419,-0.640427,-1.70474,-1.83357,-0.625213,-1.15253,-2.03867,0.55119,-1.342,-1.09512,0.127936,-0.37289,-1.20905,0.00960654,-1.54416,-2.01533,-1.27115,-0.99354,-2.13183,-1.84364,-2.12251,-3.51959,-0.445247,-1.15232,-2.45375,0.915703,-2.55351,0.388137,0.198303,1.03075,-1.86651,0.519162,1.69774,1.28308,0.706276,-1.37266,1.90572,-0.153532,1.16592,-0.779034,1.84948,1.50251,2.44076,2.26801,1.68788,-0.694076,1.74905,1.08094,2.45621,-0.0225889,1.99812,2.38462,0.555366,2.05359,2.43865,1.28436,2.06083,1.735,1.13299,0.450783,1.38452,1.30894,2.14136,2.28303,2.59959,2.03287,2.86507,-1.01681,0.738688,0.813451,0.744679,0.0873017,0.672586,7744.55,7530.19,7516.14,7720.96,7825.62,7901.1,8457.98,9166.18,10030.3,11371.8,12866.5,14334.7,14973.6,15662,16580.1,17454.1,17534.1,18364.2,19984,22332.1,24984.6,27397.1,29144.8,29835.8,30548.8,32064.2,33363.2,34823.1,36769,38906.7,41080.2,42552.7,43867.7,45218.2,45842.1,46359.1,45515.7,44849.7,45108.2,46453.2,48444.4,51366.3,54235.4,56765.2,0.563185,54539,49839.2,44389.5,39212.3,34725.3,31229,28835.1,27441,26860.2,26823.5,26777.2,26244.5,25267,24120.7,22974.2,20081.6,18330.4,16243.7,14227.1,12438,10980.6,9978.96,9403,9110.91,9166.81,9412.16,9360.22,8997.33,8534.23,8130.47,12.9266,7.48303,2.64966,31.3169,2.6861,9.77427,3.34166,6.95641,11.0449,2.5545,137742
1.49073,0.678691,1,0.303091,0.07,43860.4,24123.3,569.164,21496.8,21732.5,22568.1,24620.8,26108.3,28223.2,30453.9,33464.7,35885,38382.1,40849.3,44860,46306.5,47357.8,52708.1,58441.7,60756,63967.4,66688.7,70907.6,74363.5,77337.2,81605.5,83038.5,86126.7,90511,93798,96375.5,98857.1,100836,101609,101277,100508,100765,100799,103426,104516,110695,113460,117930,119116,119568,119154,117815,-0.698759,-0.645254,1.33665,0.144377,-1.97395,-1.45132,-0.909775,-0.541143,-1.72951,0.306655,-1.74706,-0.033638,-1.86215,-2.69543,-1.95434,-0.903805,-0.781831,-1.31212,-1.36739,-1.09872,-0.502495,-2.14449,0.0285987,-1.62743,-0.408237,-0.407477,0.876509,0.456396,-1.01544,1.04462,-0.74408,0.774741,1.79608,1.38217,1.23411,0.735098,1.46419,0.489803,0.52359,0.814559,2.05221,0.0500768,2.56078,1.99605,1.92201,0.610885,1.57014,1.37607,2.47366,1.21643,1.52954,2.57268,0.477938,2.02447,2.32849,1.53231,1.73481,1.79645,0.697759,0.568297,1.84857,1.25464,1.89686,1.52645,2.46555,2.04411,2.93864,-0.973048,2.13186,-1.81064,-0.373539,0.750303,0.728521,7820.17,7644.28,7654.88,7705.66,7517.38,7586.35,7898.99,8452.89,9279.88,10578.2,12171.2,13825.3,14845.5,13945.1,14838.2,15686.5,15703.2,16406.4,17663.2,19154.9,21342.8,23310.9,24451.3,25104.4,25991.7,27193.4,28627.4,29890.3,31260.5,33134.5,34909.3,35864.2,36844,37663,38130.4,38334.4,37530.3,37147.8,37050.8,37495.7,38171.2,39771.2,41968.7,44402.4,0.465822,43860.4,37676.5,32322.4,27291,23037.2,19842.8,17642.4,16035,14567.5,13099.2,11772.2,10782.4,10371.1,10402.3,10648.5,24123.3,21271.7,18201,15193.3,12594.3,10691.2,9532.34,8829.21,8114.89,7258.45,6421.24,5446.85,4956.57,4997.64,5276.14,14.6209,6.25848,3.10472,2.3773,4.00555,1.7185,5.28404,11.0724,5.54391,1.67204,118517
1.77142,0.683128,1,0.0764553,0.07,37355.9,6204.04,570.731,20400.4,20500,20559,21875.2,23328.2,24156.6,24882.8,27401.5,29257,31632.6,33748.8,37691.5,39632.3,44397.7,50343.4,57006.1,60141.7,64378.5,67765,72690.9,75796,79186,84532.1,85781.6,88256.7,92257.6,94450.1,96641.2,99754,101908,102818,102270,99847.1,98589,98344.6,98651.1,99377.6,102898,104193,106299,106007,105793,103727,101454,1.43493,0.146801,-2.00026,0.193931,-1.67559,-1.57925,-2.36691,0.423318,1.29981,-0.50982,-1.43933,-1.48892,0.613459,-2.65192,-1.04009,-1.86404,-1.30641,0.578983,0.0243327,-2.6325,-2.12061,-0.813584,-4.00074,-1.72097,-0.508706,0.882235,0.332545,0.219846,-2.61432,1.29056,-0.525217,-0.225053,1.89299,1.51035,1.03683,-1.24973,2.28202,-2.29032,0.748738,0.661936,2.33093,0.792043,2.76106,2.43706,2.41105,1.24485,1.82723,1.72613,2.71359,-0.558193,2.10787,2.93865,-0.778554,2.13926,2.61919,1.51583,1.88416,1.97979,1.21652,1.36025,1.38972,1.12961,1.80708,2.19314,2.07854,2.66339,2.753,-0.318508,1.87364,-0.279101,1.21405,-1.00616,-1.06519,7869.54,7636.88,7511.08,7425.63,7366.04,7064.38,7037.59,7020.62,7543.18,8509.85,9701.32,10994.5,11895.3,12595.4,13537,14407.1,14379.3,15209.2,16493.8,18232,20778.9,23192.8,25038.4,26064.9,27023.1,28110.1,29181.6,30385.7,32227.1,34246.9,35904.1,37028.9,37420.5,37888.2,38093.9,38053.3,36948.2,36215.3,35614.8,35467.6,35528.6,36436.8,37633.7,39303,0.219175,37355.9,38514.6,37419.8,35946.9,34516,33637.3,33827.9,35177.6,37292.3,39583.9,41920.4,44673.4,47983.6,51003,52611.4,6204.04,6044.7,5772.26,5441.36,5106.57,4877.91,4958.34,5399.48,5922.18,6232.28,6375.55,6773.49,7700.18,8441.39,8501.71,12.9261,28.3571,20.127,10.2663,1.5014,7.18157,74.2328,3.9202,3.22978,2.11207,100649
1.84849,0.60438,1,0.153158,0.07,38709.9,12119.7,575.369,21596.1,21464.6,21609.2,22911.4,24672.1,26164.8,27137.9,30318.3,32408.1,34774.4,37334.6,41376.3,43442,47556.9,53411.2,60050.5,62245.8,65734.4,68520,74233.2,77255.2,81453,86425,87996.7,91086,95510.3,98776.7,101955,105074,107328,108066,107863,106183,104587,104276,105660,104999,108177,108631,109676,108645,107561,107227,105098,1.68781,0.467404,-2.03857,-2.44328,-0.927143,-5.61587,-1.13764,-1.22513,-3.80808,-1.72445,-0.746513,-1.41122,0.632325,-1.03363,-3.24572,-1.29925,-0.135535,0.633749,-0.13691,-1.63283,-0.190987,-3.99562,0.322776,-0.159107,-0.0879085,0.546982,0.606193,-2.73329,-0.708061,1.42962,-0.971645,0.0751345,1.72921,1.84771,-0.476626,-2.59317,2.35969,0.390021,0.539477,1.16423,2.18915,0.798187,2.82006,2.18457,2.21234,0.716976,1.95733,1.30002,2.8547,0.344675,2.19631,2.6469,0.820891,2.38293,2.4781,1.86361,1.74581,1.86774,1.39623,0.86922,1.32129,1.62825,0.961627,2.5629,2.35855,1.43322,2.85392,-0.813772,1.41177,-0.12945,0.902849,2.12333,-0.396463,7945.96,7750.05,7694.69,7677.76,7532.85,7679.68,7850.32,8075.4,8532.35,9371.19,10425.7,11630.7,12486.5,12707.3,13803.8,15053.7,15158.3,15852,17100.8,18763.5,20765.2,22884.3,24576.8,25553,26475.6,27763.1,29092.5,30719,32532.2,34465.3,36225.4,37718,38462.6,39299.6,39299.3,39412,38648.8,37957.5,37331.1,37223.9,37196.1,37819.5,38646.8,39434.6,0.275279,38709.9,35689.2,33069.3,30513.8,28176.1,26195.9,24650.5,23642.7,23229.5,23291.1,23413.7,23163.8,22400.2,21247.3,19911.3,12119.7,11181.5,10143,9209.13,8486.47,7866.74,7301.2,6914.15,6891.87,7379.17,7804.41,7657.25,7186.28,6625.56,6077.67,5.25841,5.45502,0.616082,40.4852,1.14451,3.12325,4.10662,2.55508,0.794727,6.83766,103838
1.44781,0.608525,1,0.154809,0.07,43773.9,13571.9,570.452,20330.5,20426.6,21049,22703.3,24132.9,25611.6,27124.7,30184,32230,34890.9,36896.5,40519.8,43019.3,47992.9,53891.8,60620,63174.6,67177.1,70564.1,75658.4,79053.5,83080.4,87437.8,88708.7,92312.9,97550.4,100762,105251,109766,112595,114547,114413,113205,111507,112016,114173,116112,119791,121658,122370,121711,120462,119390,122173,-0.147226,-2.96991,0.372831,0.404593,-1.38633,-0.353266,-1.55712,-1.09163,0.157109,0.0144184,-2.001,-1.62605,-2.24659,-2.20562,0.0598917,-2.26085,-3.45658,-0.534435,-1.14808,-0.427118,-2.88566,-4.48609,-1.67088,-2.02541,0.627745,0.474417,-0.776479,-2.77899,1.06373,-1.26768,-0.415493,0.797453,1.70497,0.812639,0.655374,-0.0566596,1.80807,0.659539,0.789812,-0.584866,1.88675,1.18335,2.57327,2.11873,1.98913,0.077648,1.95704,1.26073,2.40705,-0.215709,1.94099,2.3971,1.25458,2.1836,2.42806,1.35924,1.97699,1.92222,0.624267,0.682401,1.24508,1.18522,1.18693,2.44603,2.16114,2.15427,2.47088,0.652491,-0.924585,0.420632,-0.257453,1.7839,2.74834,7467.04,7315.1,7299.1,7223.75,7207.58,7236.41,7505.52,7921.01,8367.18,9301.61,10426.4,11665.4,12626.8,13191.7,14047.8,15085.8,15135.1,15632.1,16848.1,18541.8,21021.5,23474,25273.3,26116.1,27193.9,28403.8,29499.7,31040.9,32853.9,34930.3,37242.7,38921.3,40303.1,41373.2,41889.8,42471.5,42118.7,41442.4,40929.8,40853.2,41125.9,42321.5,43664.3,45203.4,0.51333,43773.9,41051.3,38015,35167.1,32948.2,31497.9,30607.2,29984.5,29505,29124.6,28700.3,28037.9,27045.7,25806.5,24541.8,13571.9,12593.4,11434.4,10381,9669.43,9365.46,9243.33,9067.3,8918.16,8882.3,8841.01,8670.36,8320.87,7841.14,7343.51,2.44755,2.17204,20.3487,8.7247,12.7444,7.17174,3.29718,5.28712,2.16946,4.31282,122296
1.46737,0.816859,1,0.0652631,0.07,33701.1,4673.66,568.484,18093.7,17853.7,17808.4,19167.6,20274.3,21160.5,22317.8,24701.6,27054.9,29148.4,31034.7,34552.4,36267.3,41225.2,45939.5,50783,52962.6,55352.8,57643.1,61263.9,63843,66031,70372.4,70626.3,72326.4,75650.2,77517.7,80981.1,83757.3,85366.7,86454.4,86825.1,86259,85058.6,85668,87181.1,87897.3,91283.4,94050.1,95264.7,95187.1,94902.7,93065.4,90115,-3.50182,-0.773746,-3.45842,-1.27699,0.34139,-1.3442,-1.18745,1.07399,-1.10641,-1.24246,-1.48274,-0.245277,-1.98585,-1.92053,-1.43913,-3.9258,0.147572,-0.229238,-0.936206,-1.17602,-0.724342,-0.181478,-0.187904,-2.65126,-1.28564,-0.183345,-0.707266,-1.99497,0.909021,-0.80837,0.0541711,0.0137979,1.63736,1.40021,1.00505,-1.34563,1.534,0.973079,0.130375,0.426059,2.01126,0.494557,2.60494,2.02943,1.81014,0.691667,1.53869,1.19944,2.44441,-0.0728827,1.65012,2.56568,-0.206032,1.98098,2.14736,1.25656,1.97085,1.80767,0.356012,1.1916,1.48032,1.1644,0.937723,2.28227,2.02952,1.77627,2.64094,1.66744,0.678025,-0.054389,0.0657152,-1.44948,-1.35307,7387.54,7073.25,6840.74,6712.08,6338.05,5905.03,5977.46,6315.67,6941.15,7870.46,8963.84,10177.5,11011.7,11747.6,12364.2,12998.6,13062.7,13484.2,14616.1,15916.9,17932.7,19569.8,20936.8,21311.5,21719.9,22642.3,23517.2,24922.1,26217.6,27696.9,29062.3,30121.7,30904.7,31448.1,31747.2,32052.3,31716.5,31279,31137.6,31033.6,31244.8,32250.3,33396.5,34503.6,0.394303,33701.1,34321.5,33629.8,32389.2,30892.9,29467.7,28370.7,27789.7,27765.6,28224.4,29037.1,30028.1,30996.2,31797.2,32386.3,4673.66,4669.95,4499.18,4243.76,3960.85,3698.13,3514.61,3440.43,3477.33,3585.04,3730.06,3926.86,4102.27,4194.02,4236.89,5.8831,4.12591,13.0443,6.42339,9.06904,17.3601,5.66995,8.55983,5.92347,7.74296,88114.1
1.77942,0.614502,1,0.123556,0.07,43432.9,10736.6,575.916,17655.3,17303.2,17143.5,18892.3,20613.6,22732.3,24774.5,28630.7,31090.5,34314.5,36516.7,40401.5,42575.8,47324.1,52969.7,59720.1,62728.2,66588.2,69080.5,74126.5,77427.7,80598.8,85325.8,85814.6,88634,94480.7,96968.5,99861.3,102854,105540,106438,106659,106025,105544,106002,109314,109536,115149,117030,118803,121072,121837,120895,119365,-1.4331,0.697698,-1.77138,-2.01518,0.282229,-0.785065,-0.747531,-3.02524,-1.50015,-1.42025,0.33549,-1.76711,-4.06832,-1.67782,-3.11695,-1.26837,-0.289983,-2.13375,-0.224852,-2.73503,-0.338821,-2.81801,0.0454012,-2.66261,-1.88288,-1.06513,-0.484203,0.393227,-2.15407,-0.608171,0.256909,-2.7217,2.05151,0.956694,1.08247,0.411167,1.9016,-3.78891,1.07856,-1.60174,1.93362,1.28739,2.51861,1.85883,2.26523,-0.370335,1.79925,0.779199,2.35121,1.21815,1.40032,2.57832,0.143414,1.82968,2.54648,1.04109,1.75946,1.37078,1.47995,0.236625,1.69269,1.40262,1.21439,2.23939,2.45882,0.540498,2.92828,-0.13138,0.745768,2.0351,-2.46475,-0.361961,0.597237,7246.74,6868.66,6725.27,6321.65,6144.73,6028.37,6099.41,6430.53,7049.47,8113.35,9437.62,10933.3,11936.1,12659.9,13812.6,14757.8,15087.2,15693.8,16767.7,18574.1,20681.5,22949.4,24603,25306.9,26435.8,27892,28884.6,30026.8,31701.1,33533,35293,36531,37490,38453,38696.6,39110.9,38780.7,38479.8,38203.9,38473.7,39004.8,40451.5,41971.9,43642.3,0.526603,43432.9,41629.7,39793.2,37566,35159.4,32787.6,30625.7,28741.1,27108,25723.7,24568.6,23557.2,22591.8,21687,20937.7,10736.6,10408.9,9869.64,9244.62,8534.21,7841.94,7298.82,6881.2,6486.47,6136.29,5897.26,5742.38,5525.3,5205.55,4763.37,12.8629,0.467109,5.95633,1.92463,13.2593,6.28161,0.561854,2.10601,0.524668,14.0146,119002
1.79884,0.718836,1,0.0910661,0.07,43722.5,7689.32,583.608,20163.1,19659.8,19810.8,21291.2,23591.5,24379.5,25832.7,29171.9,31109.3,33919.4,36061.1,39815,41559.9,45488.2,51326.7,57703.1,60240.8,63864.1,66377.3,71656,74790.9,77093.3,81505.6,82680.2,84290.5,88027.2,90046.9,92368,94986.3,96692.8,97333.6,95908.2,95495.3,94868,95460.5,97145.1,98718.7,105098,108621,111921,112629,112312,111800,111771,0.800715,0.750129,-0.15814,-1.76284,-2.82486,-1.52023,-0.0164218,-2.36057,-4.05581,-3.01502,0.845597,0.411373,0.743869,-0.285891,-1.237,-1.48244,-3.45278,-1.94099,-0.823415,-0.167114,-1.41742,-1.19056,-4.02796,-0.785711,-2.11179,-0.497534,0.187552,0.44822,-1.2573,0.520045,-3.62738,1.08366,1.72728,1.65067,0.79787,-3.10222,2.14352,-0.955435,1.04691,-1.47247,2.00732,1.28651,2.56507,2.16518,2.02086,0.820244,1.75689,1.14095,2.58163,0.533636,1.57189,2.62051,0.501012,1.77468,2.16014,1.44996,1.70028,2.00088,0.522472,0.91107,0.584824,1.98345,1.35079,2.29276,2.04397,2.20368,3.07587,-0.00497861,0.961063,-2.601,-2.1663,1.45059,2.10806,8415.62,8026.68,7664.99,7475.8,7444.56,6895.58,7094.69,7425.21,8131.07,9424.02,10994.4,12580.5,13408.3,13822.7,14891.3,16032.5,16161.3,17076.9,18545.5,20682.3,23097.8,24923.5,26286.2,27023.9,27713.2,29160.1,30353.2,31750.2,33135.1,34774.3,36071.9,36671.3,37114.5,37530,37417.9,37375.2,36626,36082.8,36212.7,37058.4,38168.5,40090.6,42339.3,44338.4,0.406112,43722.5,43039.6,41445.8,39894.4,39036.7,39101.5,39765,40366.6,40476.6,40034.4,39203.9,38122.9,37043.9,36259.2,35798.5,7689.32,7592.36,7215.28,6752.29,6403.59,6331.12,6554.28,6852.26,6962.82,6892.85,6756.23,6563.59,6287.13,6049.06,5998.59,31.1977,6.24463,7.2632,4.80595,15.0238,0.920353,1.35357,3.00271,27.0126,1.78459,116459
1.80818,0.690409,1,0.0726006,0.07,44212.6,6480.33,571.468,19426.3,19602,20147.8,21401.6,23437.4,24638.2,26273.8,27795.3,30074.2,32781.7,34840.9,38010.2,40466.1,44040,49241,55150.7,58023.7,61286.2,63482.4,67717.6,70945.5,73950.2,78865.5,79293.2,82929.8,87928.6,91121.5,93891.3,98116.9,100658,102062,102408,102112,102119,103236,105874,105265,112684,116190,118302,118411,118189,116159,112583,-2.3892,-0.687086,-0.953775,-3.81215,-1.18067,-1.10166,-1.28788,-3.13432,-1.12712,-2.18855,-0.626157,-4.29823,-0.940027,-0.892906,-2.59179,-2.09368,-1.2479,-0.604521,-1.62772,-1.93563,-2.52664,-0.935275,0.636168,-2.30704,-3.94941,0.0355789,0.148557,0.043466,-1.06605,0.94386,-1.34211,0.217131,1.18271,1.35323,0.052006,0.240174,1.24028,0.902973,0.854944,-0.589373,1.50831,1.52676,2.26286,1.71298,1.65544,0.85093,1.39302,0.800944,2.17184,1.19647,1.27218,2.42912,-0.689445,2.2228,2.05438,0.752762,1.32931,2.11457,0.345907,0.845461,1.42218,1.49815,1.36148,1.9354,2.13564,1.03883,2.97843,0.527825,-1.02201,-0.0426114,-1.43464,-3.71667,-1.91408,7091.37,7014.29,7035.49,7063.24,7199.24,7258.67,7622.29,7735.36,8368.86,9353.21,10489.6,11698.7,12390.8,12506.8,13400.4,14554.4,14936.7,15785.7,17039.5,18788,20829.3,22789.2,24187.1,24573.9,25259,26532.3,27927.9,29400.8,31148.2,33202.7,35036.8,36308.7,37109.7,37874.8,38387.7,38814.4,38106.2,38283.9,38521.5,39096.6,39741.9,41426.2,43249.5,44865.5,0.640371,44212.6,43791.1,42210.7,39941,37386.4,34919.8,32820.4,31258.6,30304.4,29945.3,30154.5,30869.8,31921.3,33061.1,34087.8,6480.33,6451.26,6159.7,5745.28,5295.27,4865.54,4506.22,4250.86,4081.2,3979.61,4005.58,4157.44,4382.39,4629.2,4801.68,4.39639,1.78312,13.5715,2.09309,5.24235,15.3324,16.8431,8.71067,9.76313,7.43512,109203
