"sigr","q_srv1","q_srv2","F40","natmort","spawn_biom_proj","ABC","obj_fun","tot_biom_1977","tot_biom_1978","tot_biom_1979","tot_biom_1980","tot_biom_1981","tot_biom_1982","tot_biom_1983","tot_biom_1984","tot_biom_1985","tot_biom_1986","tot_biom_1987","tot_biom_1988","tot_biom_1989","tot_biom_1990","tot_biom_1991","tot_biom_1992","tot_biom_1993","tot_biom_1994","tot_biom_1995","tot_biom_1996","tot_biom_1997","tot_biom_1998","tot_biom_1999","tot_biom_2000","tot_biom_2001","tot_biom_2002","tot_biom_2003","tot_biom_2004","tot_biom_2005","tot_biom_2006","tot_biom_2007","tot_biom_2008","tot_biom_2009","tot_biom_2010","tot_biom_2011","tot_biom_2012","tot_biom_2013","tot_biom_2014","tot_biom_2015","tot_biom_2016","tot_biom_2017","tot_biom_2018","tot_biom_2019","tot_biom_2020","tot_biom_2021","log_rec_dev_1954","log_rec_dev_1955","log_rec_dev_1956","log_rec_dev_1957","log_rec_dev_1958","log_rec_dev_1959","log_rec_dev_1960","log_rec_dev_1961","log_rec_dev_1962","log_rec_dev_1963","log_rec_dev_1964","log_rec_dev_1965","log_rec_dev_1966","log_rec_dev_1967","log_rec_dev_1968","log_rec_dev_1969","log_rec_dev_1970","log_rec_dev_1971","log_rec_dev_1972","log_rec_dev_1973","log_rec_dev_1974","log_rec_dev_1975","log_rec_dev_1976","log_rec_dev_1977","log_rec_dev_1978","log_rec_dev_1979","log_rec_dev_1980","log_rec_dev_1981","log_rec_dev_1982","log_rec_dev_1983","log_rec_dev_1984","log_rec_dev_1985","log_rec_dev_1986","log_rec_dev_1987","log_rec_dev_1988","log_rec_dev_1989","log_rec_dev_1990","log_rec_dev_1991","log_rec_dev_1992","log_rec_dev_1993","log_rec_dev_1994","log_rec_dev_1995","log_rec_dev_1996","log_rec_dev_1997","log_rec_dev_1998","log_rec_dev_1999","log_rec_dev_2000","log_rec_dev_2001","log_rec_dev_2002","log_rec_dev_2003","log_rec_dev_2004","log_rec_dev_2005","log_rec_dev_2006","log_rec_dev_2007","log_rec_dev_2008","log_rec_dev_2009","log_rec_dev_2010","log_rec_dev_2011","log_rec_dev_2012","log_rec_dev_2013","log_rec_dev_2014","log_rec_dev_2015","log_rec_dev_2016","log_rec_dev_2017","log_rec_dev_2018","log_rec_dev_2019","log_rec_dev_2020","log_rec_dev_2021","spawn_biom_1977","spawn_biom_1978","spawn_biom_1979","spawn_biom_1980","spawn_biom_1981","spawn_biom_1982","spawn_biom_1983","spawn_biom_1984","spawn_biom_1985","spawn_biom_1986","spawn_biom_1987","spawn_biom_1988","spawn_biom_1989","spawn_biom_1990","spawn_biom_1991","spawn_biom_1992","spawn_biom_1993","spawn_biom_1994","spawn_biom_1995","spawn_biom_1996","spawn_biom_1997","spawn_biom_1998","spawn_biom_1999","spawn_biom_2000","spawn_biom_2001","spawn_biom_2002","spawn_biom_2003","spawn_biom_2004","spawn_biom_2005","spawn_biom_2006","spawn_biom_2007","spawn_biom_2008","spawn_biom_2009","spawn_biom_2010","spawn_biom_2011","spawn_biom_2012","spawn_biom_2013","spawn_biom_2014","spawn_biom_2015","spawn_biom_2016","spawn_biom_2017","spawn_biom_2018","spawn_biom_2019","spawn_biom_2020","spawn_biom_2021","log_mean_rec","spawn_biom_proj_2022","spawn_biom_proj_2023","spawn_biom_proj_2024","spawn_biom_proj_2025","spawn_biom_proj_2026","spawn_biom_proj_2027","spawn_biom_proj_2028","spawn_biom_proj_2029","spawn_biom_proj_2030","spawn_biom_proj_2031","spawn_biom_proj_2032","spawn_biom_proj_2033","spawn_biom_proj_2034","spawn_biom_proj_2035","spawn_biom_proj_2036","pred_catch_proj_2022","pred_catch_proj_2023","pred_catch_proj_2024","pred_catch_proj_2025","pred_catch_proj_2026","pred_catch_proj_2027","pred_catch_proj_2028","pred_catch_proj_2029","pred_catch_proj_2030","pred_catch_proj_2031","pred_catch_proj_2032","pred_catch_proj_2033","pred_catch_proj_2034","pred_catch_proj_2035","pred_catch_proj_2036","rec_proj_2022","rec_proj_2023","rec_proj_2024","rec_proj_2025","rec_proj_2026","rec_proj_2027","rec_proj_2028","rec_proj_2029","rec_proj_2030","rec_proj_2031","tot_biom_proj_2021"
1.00246,0.634461,1,0.0613989,0.07,45795.3,5550.72,451.717,36939,35203.9,34566.6,33656.2,33923.8,33039.7,33970,35954.9,37169.5,39377.2,41115.7,44214.1,45598.4,48221.8,51772.1,57632.5,59218,62613.7,65002,69451.3,73414.3,77487.4,82684.8,84223.2,87181.3,92200.1,95265.3,99211.2,102934,105437,107430,107461,107380,107964,109477,112853,114067,118548,120460,121909,121708,120803,118042,115186,112253,0.44819,-0.982917,-0.414244,-0.488833,-0.927335,-0.960013,-1.69347,0.334946,-1.52228,-0.692824,-1.08361,-1.22459,-0.444915,-0.867317,-0.907949,-0.193831,-1.31535,0.352701,-0.0583602,-0.825638,-0.334166,-0.565596,-1.05437,-0.0379315,-2.03268,-0.547993,-0.309435,1.23187,0.131257,0.802669,1.03914,-1.51752,0.631247,-0.447263,1.29089,-0.0207357,1.87451,1.50038,1.73939,-1.67942,1.38616,0.486781,1.90216,0.828337,1.17709,1.9176,0.186021,1.48473,1.84509,0.908985,1.57972,1.27404,0.0990384,0.919868,0.270768,1.13878,1.68265,1.61689,1.80017,1.27345,2.0169,-0.395131,0.592119,0.504089,-0.980206,-0.851977,0.256874,-0.861557,15205.4,14567.2,14410.4,14060.9,13512.3,12557.8,12121.6,11908.8,11900.3,12333.2,13097.6,14126.5,14911.7,15033.8,15374.8,16114.7,15943.6,16334.2,17220.3,18541.1,20633.6,22846.6,24678.1,25637.3,26703.1,28229.2,29613.1,31125.5,32833.7,34740.7,36542,37969.9,39156.2,39911.5,40524.8,41102.8,40625.1,40614.6,40854.5,41534.9,42347.1,43857.7,45064.4,46175.7,47154,0.992717,45795.3,44407.7,42541.4,40484.4,38550.7,37019.3,36142.4,35985.6,36338.5,36757.3,36812.4,36347.8,35465.2,34411.2,33406.1,5550.72,5345.02,5073.22,4766.84,4466.92,4211.85,4051.28,4051.07,4216.7,4408.37,4465.35,4388.26,4228.96,4041.95,3879.84,5.69717,12.9108,25.7358,2.99331,6.66058,3.59368,0.754671,4.25579,5.28535,4.07119,107974
1.00246,0.740802,1,0.0824916,0.07,38101.5,6203.23,455.13,32750.5,30892.7,29958.3,28976.7,29253,28664.7,29746.5,31664,32804.5,35341.6,37469.8,40784.4,41946.9,45068.6,49091.6,53825.2,54400.2,56939.5,58603.4,62357.5,66083.8,69286.4,74721.4,75509.7,78120.2,82233,84356.5,87228.4,90136.2,91816.7,93204.9,92586.4,92085.8,91919.9,92619.3,95486.3,95642.6,99977.7,101441,102461,102195,102276,101176,99657.3,98200.6,-0.148722,-0.722735,-0.432883,-0.218958,-0.404075,-0.991467,-2.50715,-0.603057,0.0278018,-1.07676,-1.27004,-0.599146,-0.983701,-1.24699,-1.52139,-0.881532,-0.406991,-0.644953,-1.40356,-1.81847,-0.177463,0.0388224,-1.60392,-1.63396,-2.04651,-0.827417,-0.250679,1.10513,0.181702,1.09689,0.906578,-1.39036,0.688957,-0.1149,1.21659,-0.016348,1.75129,1.54869,1.27591,-1.22342,1.27306,0.334088,1.83174,0.93705,0.715509,2.05967,-0.601096,1.36633,1.57945,0.584219,1.33276,1.20268,-0.0933082,0.780138,0.138958,1.00371,1.40826,1.4926,1.81059,0.658496,2.14184,-1.15261,0.110636,0.380936,0.432604,0.253075,0.650903,-0.4861,14066,13223,12815.9,12323,11808.9,10975.9,10365.3,10006.4,9787.06,10187.6,10931.9,11999.2,12677.3,13239.6,13895.8,14752,14472.1,14822.1,15588.2,16697.9,18501.6,20337.8,21822.7,22261.7,23026.8,24320.5,25489.3,26893.4,28493.4,30193.3,31758.3,32732.2,33476.5,33829.7,34008.9,34225.6,33556.6,33259.4,33170.7,33530.4,34072,35447.6,36772.8,37869.4,39027.8,1.00562,38101.5,36861.3,35358.6,33734.4,32182,30770.8,29648.9,28951.5,28858.1,29525.8,30922.5,32688.7,34275.1,35345.8,35796.1,6203.23,5930.24,5624.96,5331.08,5057.45,4805.22,4587.05,4412.85,4295.47,4340.19,4686.34,5217.59,5600.85,5773.7,5829.37,7.57361,2.49824,4.34242,3.43018,38.0819,9.99094,9.00456,7.55787,12.1977,4.6697,95574.2
1.00246,0.698226,1,0.117258,0.07,40760.8,9097.65,435.604,32242.6,30373.7,30331.3,30018.7,29930,30317.1,31822.3,32836.9,33598.9,35539,37067.8,39820.7,41123.7,44553.7,49165,54079.9,55621.8,58255.3,61182.4,65176.1,68611.7,72526.7,77768.2,78356.4,80730,84599.3,86992.4,89923.1,93592.9,95330.4,96921.3,96445.3,96887.9,96583.5,98755.6,101598,102759,106378,107790,108873,107915,107429,106053,103565,101558,-0.145645,-0.405813,-0.434428,-0.794192,-0.893901,-1.81756,-1.9683,-0.785951,-0.149831,-1.50813,-0.572373,-0.876086,-0.935868,-1.57744,-0.776584,-1.44126,0.0819096,-0.287343,-0.934448,-1.1038,-0.492026,0.329846,-1.70868,-0.474018,-1.07803,0.482205,-0.123138,0.557492,0.652411,1.2145,0.0945157,-0.33906,0.263442,-0.591497,1.27902,0.485825,1.93189,1.6686,1.54186,-1.60069,1.23384,0.911394,1.72794,0.779815,1.29212,2.05172,-0.918676,1.43136,1.68985,0.875204,1.32649,1.42826,0.0970958,0.74231,0.113252,1.48152,1.06418,1.95969,1.62744,1.08225,1.97233,-0.651446,0.245598,-0.0460779,0.623348,0.423719,-0.500164,0.302512,13377.4,12501,12229.8,11892.5,11437.1,11048.3,10713.6,10456.9,10337.4,10933.1,11780.7,12792.3,13452.6,13802.4,14288.5,14601.2,14306.4,14504,15608.8,17133.1,19265.1,21483,23141.5,23658.9,24402.7,25578.2,26756,28195.6,29998,31641.5,33292.5,34371.5,35269.5,35817.3,36225.4,36580.4,36189.4,35965.8,36122.4,36852.5,37563.3,38966,40279,41225.1,41976.8,0.95986,40760.8,38121.1,35432.1,32767.3,30219.5,27827.7,25658.3,23749.6,22143.4,20883.9,20042.2,19522.8,19245.5,19287.1,19800.3,9097.65,8463.97,7807.28,7198.82,6627.01,6082.96,5587.51,5142.18,4748.23,4302.89,3968.52,3792.29,3661.37,3583.69,3638.95,2.83419,2.57468,1.49188,3.98195,9.49632,2.43995,4.29687,2.6,4.09588,4.72112,98038.3
1.00246,0.750042,1,0.109511,0.07,33628.6,7181,437.509,29698.3,28138.1,27608,26782.3,27124.9,27326.9,29019.3,29651.3,31180.7,33064,34743.6,37605.7,39294.2,43200.8,46937.2,51177.1,52141.4,54035.3,56189.2,59987.8,62869.6,66240.4,70897.1,71549.5,73702.4,76868.1,79034.5,81573.8,84334,85824.5,86760.5,85810,85517.3,84902.5,85782.8,86723.3,87029,90159.5,91394.2,93249.5,93019.2,92955.1,91579.2,89382.3,87229.1,0.471549,-0.194648,-0.271871,-0.766484,-0.394414,-1.28878,-0.96145,-1.69675,-1.08772,-1.76259,0.185829,-0.549528,-0.850453,-0.803119,-0.786637,-1.06708,-0.576565,-0.187151,0.059859,-0.626724,-0.493294,0.00289649,-1.50548,-0.653529,-0.0727832,-0.271599,-0.306807,1.19323,0.488316,1.40338,-0.00508979,0.420775,-0.0254279,-0.133019,1.43542,0.457255,2.14046,1.56521,1.61007,-0.770446,1.21433,1.02592,1.87784,0.544419,1.42801,2.165,-0.151522,1.4036,1.63547,1.29412,1.25019,1.32019,0.204407,0.75037,-0.0591906,1.38573,1.16726,1.85591,1.52646,1.31089,2.10584,0.0440603,0.832402,0.531568,0.52602,0.114329,-1.42457,-0.631939,12222.1,11431.1,11157.9,10743.1,10329.9,9889.62,9566.79,9101.16,9122.19,9637.62,10412.2,11387.2,12237.6,12776.5,13199.7,13503.1,13110.4,13177.9,13960.4,15291.9,17130.9,18995.2,20391.9,20832.3,21525.2,22536.6,23438.1,24730.7,26261.5,27811,29206.9,30083.9,30791.1,31218.9,31390.2,31271.2,30632.5,30262.8,30090.9,30591.1,30857,31794.5,32662.9,33551.4,34458.1,0.7914,33628.6,32201.8,30433.4,28496.9,26543.2,24747.6,23298.7,22271,21664,21392.1,21393.8,21646.2,22133.9,22769.3,23387.4,7181,6841.11,6424.04,5971.39,5501.51,5052.09,4689.78,4468.4,4381.02,4359.12,4341.34,4363.3,4503.77,4712.82,4855.86,3.49242,7.30759,8.65051,6.22367,1.15667,5.9409,20.4687,3.39501,5.42526,5.1803,83844.7
1.00246,0.766633,1,0.108825,0.07,40245.1,8480.82,440.094,30510.7,28672.4,27814.3,27040.5,26728,27060.2,27801.5,27323.8,29258.1,31245,32947.6,36440.3,37906.2,43074.2,47832.2,52991.2,54308.8,56575.8,58722.4,61817.6,64547.7,68057.4,72643.2,73652.2,76510.4,80296.6,82692.1,86082.9,89117.8,91810.8,93243,92497.7,92673.8,93175.7,94118.6,96367.8,97436.6,103093,105369,108051,109186,109397,108175,105874,103301,-0.792551,-0.186477,0.164582,-0.473033,-0.845267,-1.01052,-1.45703,-2.0466,-0.825789,-2.40494,-0.696182,-0.571623,0.106829,-0.863676,-1.14197,-1.18338,-0.30495,-0.475898,0.195623,-1.73954,-1.27451,-0.802478,-1.156,-1.45844,-0.923779,-0.76932,0.0824207,0.737518,0.718113,0.945641,-0.591396,0.98882,0.0287417,-0.583627,1.5817,-0.286685,2.18085,1.40041,1.35623,-0.726418,1.18652,0.890303,1.65233,0.814336,1.44278,2.08815,-0.256144,1.47425,1.68745,1.06961,1.44832,1.2953,0.753819,0.378659,0.256114,1.22791,1.37978,1.62379,1.77832,1.17757,2.4442,-1.13117,0.647103,0.716028,-0.1763,-0.123993,-1.03775,-0.325751,12997.1,12269.3,11985.4,11550.3,10959.7,10435.9,9791.22,8862.04,8783.73,9139.64,9764.71,10596.2,11202,11878,12620.1,13439.1,13357.1,13738.2,14707.1,16033.5,17845.2,19705.4,20947,21415,22160,23126.4,24034.6,25431.5,26962.1,28816.3,30498.9,31488.8,32589.7,33520.6,34031.9,34381,34168.8,34081.9,34098.6,34759.8,35486.5,36827.1,38233.9,39671,40980.3,0.902371,40245.1,38726.8,36817.3,34954.6,33608.2,33203.5,34055.9,36057.5,38750.4,41575.8,44205.9,46485.1,48163.1,49036.6,49055.9,8480.82,8108.49,7605.57,7064.28,6573.01,6271.93,6351.08,6885.27,7652.1,8341.38,8917.5,9474.57,9952.63,10216,10207.2,24.7927,38.186,9.87478,9.77487,28.4099,18.7998,22.5391,5.56903,11.3503,7.26744,103582
1.00246,0.767126,1,0.115469,0.07,40469,9000.81,443.078,26820.5,24574.8,24311.2,23969.5,24549.1,25257.7,26858.3,26509.1,28153.2,30422.3,32133.9,35387.4,36783.1,42460.5,47014.3,52987.1,54926.1,57743.7,60346.3,63993.1,66836.6,70303.4,74578.7,74545.5,77418.5,80666.3,83191.2,86528.8,89624.9,92191.5,93654.3,92882.2,92551.4,92605.7,93346.8,96131.1,97803.5,102562,104450,106643,108625,109147,108386,106337,104138,-0.681431,0.453308,-1.01104,-0.483387,-0.533303,-0.86494,-1.34401,-0.766482,-1.51286,-2.26077,-1.26448,-0.871763,-0.793056,-0.711101,-0.735659,-0.95481,-0.880452,-1.10548,-0.442431,-2.44792,-1.58929,-1.44774,-0.814836,-0.16693,-1.40404,0.523739,-0.2409,1.23372,0.499913,0.915422,-0.503569,0.357817,0.578863,-0.731137,1.51081,-0.22735,2.29798,1.30216,1.79751,-0.743855,1.1939,0.795536,1.77857,0.415388,1.48607,2.04487,-0.0408671,1.52615,1.65387,1.26486,1.47691,1.29712,0.783773,0.716913,0.126661,1.25261,1.18677,1.61373,1.95573,1.4871,2.27228,-1.86799,0.603485,1.37237,-0.274731,0.238933,-0.272005,-1.15685,11858.1,10761.3,10277.4,9784.94,9088.77,8556.37,8253.09,7443.92,7693.45,8415.81,9388.54,10488.3,11281.2,12072,12689.6,13298.6,13130.6,13509.9,14646.5,16211.3,18419.2,20577.2,22087.8,22336.6,23216.8,24083.5,24977.1,26285.1,27775.4,29499.5,31017.8,31941.8,32789,33690.9,34252.5,34735.2,34508.8,34257.3,34177.4,34741.5,35608.7,37089.3,38622.8,40001.4,41379.1,0.875706,40469,38610.6,36435.2,34103.4,31894.2,30173.3,29381.7,29844.2,31476.8,33625.2,35402.5,36418.7,36771.4,36674.9,36211.1,9000.81,8553.29,8031.01,7453.97,6857.4,6314.21,5953.31,5975.56,6527.57,7352.23,7912.87,8079.67,8080.19,8056.86,7954.65,2.77437,3.6748,54.3086,12.5202,3.80695,5.11937,15.2925,14.0708,1.85496,7.91913,99953.3
1.00246,0.625649,1,0.0848733,0.07,49947.6,8142.41,448.223,26078.3,24731.4,24456.7,24200.3,25675.4,27355.5,29875.5,31141.2,33763.2,36538.9,38758.1,41820.6,43425.9,47913.5,53010.5,58283.3,60369.8,62378.9,64733.8,69339.2,72315,75669.4,80895.8,82735.1,86570.6,90938.5,95064.1,99467.1,103164,106246,107924,107405,107337,107579,110249,114711,117463,123446,125430,127487,128295,128055,126634,123463,120296,-0.428383,-0.0446982,-0.281024,-0.653845,-0.779362,-1.24222,-1.48923,-0.919423,-0.745447,-1.60178,-0.653104,-1.04621,-0.352406,-0.615705,-1.21904,-0.823501,-1.50384,-1.31929,-0.766786,-2.37721,-2.04333,-1.53569,-0.072461,-0.671302,-0.862637,0.392046,0.0675035,1.65887,0.830745,0.966821,-0.921563,0.952896,0.454566,-0.439745,1.28255,0.50318,2.2204,1.67586,1.60978,-0.111511,1.04838,1.05738,2.10314,0.352803,1.13564,2.26292,0.632569,1.69841,1.82925,1.40142,1.56004,1.39639,0.8994,0.791492,0.484366,1.36876,1.51375,2.185,2.02178,1.51985,2.3632,-1.11901,-0.032379,0.759746,-0.104363,-0.585428,-0.168379,0.0833289,11750.1,10981.4,10466.7,9921.06,9216.62,8785.7,8642.27,8452.75,8889.53,9942.34,11387.7,12983.4,14149.7,14856.6,15634.6,16162.9,16019.5,16136.2,17161.2,18846.7,21087.7,23365,24886.4,25556.8,26595,27773.5,29310.1,31089,32929.3,35097.7,37030.4,38356.9,39582.6,40549.2,41186.2,41874,41632.1,41484.3,41372.3,42458.5,44072.2,46435.3,48933.2,50633.8,51792,0.854181,49947.6,47691.9,44862.9,42103.4,39885.4,38777.5,39295.4,41455.8,44456.6,47089.5,48498.3,48467.1,47256.1,45372.2,43269.1,8142.41,7714.06,7211.01,6695.77,6224.61,5894.71,5856.87,6237.5,6910.47,7527.04,7865.41,7882.63,7651.7,7293.04,6896.46,6.42545,47.49,17.7444,21.0662,9.58385,3.7589,4.40148,4.59626,1.51959,6.11158,115816
1.00246,0.580599,1,0.0850481,0.07,63227.6,10571.4,446.51,26788.4,26145.1,26435.7,26455.1,27916.8,29639.2,32007,34020.3,36127.1,38919.7,41041.5,43686.4,45651.9,49915.8,55802.5,61935.2,64525.4,67368.8,69651,75155.4,78820.6,82281,88458,89904,94508.3,100593,105313,111197,115761,119883,122693,123265,123346,124600,128213,134494,138616,148052,152564,157075,160450,162510,161896,160021,159561,-0.673713,-0.563798,0.292032,-1.15378,-0.38486,-0.5802,-0.977873,-0.386409,-1.31067,-1.1843,-1.38681,-2.37105,-0.480887,-2.31221,-1.80272,-1.05489,-1.38492,-1.27206,-1.10089,-2.35099,-0.910336,-0.613158,-0.920986,-0.655895,0.0577535,0.726293,-0.371849,1.3549,0.912985,1.31155,-0.734139,0.148338,0.592155,-0.350016,1.00223,1.18493,2.06971,1.82219,1.50905,-0.270214,1.36627,0.632448,2.08193,0.585805,0.981108,2.43313,0.38935,1.70792,2.01541,1.1271,1.82083,1.30227,0.980251,1.10755,0.761391,1.23292,1.63044,2.27878,2.32136,1.70682,2.59713,-0.618051,0.855734,1.13635,0.907657,-2.30496,-0.0753625,1.8001,11931,11333.8,10861.5,10402.6,9901.11,9533.6,9121.66,9217.35,9641.47,10654,11950.7,13411.9,14431.1,15142.9,16040.2,16869.8,16880.8,17012.3,17943,19805.8,22152.3,24553.6,26196.3,26756.7,28014.8,29484.2,31220.8,33282.9,35474.7,38120.8,40535.9,42381.4,43896.9,45412.4,46429.3,47419.4,47417.7,47880.9,48368.3,49861.1,52124.9,55181.2,58434.3,61465.4,63785.1,0.925038,63227.6,61180.1,58491.5,55626.3,52985.9,50855.1,49307.3,48055.6,46790.6,45379.9,43851.9,42305,40800.9,39385.1,38084.8,10571.4,10117.5,9569.19,8977.93,8409.43,8012.82,7860.43,7803.62,7659.35,7406.12,7117.87,6846.76,6601.69,6364.05,6111.11,19.4214,8.51166,6.11236,5.34551,8.78521,4.35245,12.2743,1.51601,3.73164,12.8787,159290
1.00246,0.580644,1,0.101863,0.07,48726.5,9945.64,449.471,28568.7,27954.4,27877.3,28068.5,29700,30639.4,31929.9,33390.4,35501.6,38707.3,41468.2,44682.5,47556.3,51374.9,58412.9,64175.3,66702.3,69977.1,72221.3,77773.5,81175.6,84166.4,89603,89595.3,93682.9,98817.9,102806,106994,110502,113385,115354,115438,114631,114892,116042,118321,119254,125305,126953,128547,129090,128882,126889,124141,122511,-0.419022,-1.58363,-0.792746,-0.0120403,-0.497106,-0.319623,-0.946548,0.145377,-1.36023,-2.09339,-2.77368,-2.14145,-0.384056,-0.673262,-1.33912,0.157833,-0.951237,-1.47399,-2.01734,-2.41205,-0.0182808,-0.180937,-0.599351,-1.04119,0.208207,0.121409,0.423467,1.49315,0.127965,1.19821,-0.384098,0.756135,1.11515,0.30404,1.08237,1.33568,1.88709,2.09003,1.39257,-0.306994,1.47966,0.752429,2.13813,0.629035,0.927119,2.38747,-0.494801,1.86729,1.92854,1.13768,1.52932,1.49471,0.49575,1.06786,0.681444,1.21045,1.39396,2.0083,1.79799,1.49894,2.48412,-0.511765,0.0556205,0.667181,-0.265151,-1.12983,0.152389,1.51907,12199.6,11649.1,11280.4,10908.1,10504.5,10136.9,9523.02,9482.52,9764.74,10591.4,11738,13051.3,14053.1,14680.2,15871.2,16788.6,17062.2,17581,18575.2,20449.1,22667.8,24932.9,26535,26815,27922.4,29274.1,30828,32536.7,34216.2,36450.8,38498.3,40107.4,41167.1,42351.2,42784.9,43160.6,42628.2,42576.6,42178,42557.1,43340.4,44977.7,46724,48405.6,49714.9,0.868416,48726.5,46161.2,43219.2,40242.9,37552.4,35375.3,33739.3,32471.4,31368.1,30350.4,29366.2,28378.7,27351.5,26320.5,25360.6,9945.64,9263.87,8528.9,7816.01,7223.22,6845.83,6649.25,6482.58,6266.56,6062.76,5891.65,5702.06,5470.98,5213.23,4996.71,10.8006,7.21067,1.34246,11.632,4.20553,7.75004,2.61494,3.76404,2.77222,12.2635,120227
1.00246,0.624086,1,0.0922098,0.07,45764,8581.22,453.086,29112.8,27975.6,27875.7,28131.1,30424.4,31501.9,33150.6,34516.9,35862.2,38560.3,40632.2,43464.9,45195.2,49399.3,54832,60025,61948.1,64943.5,66872.6,72344.8,75547.1,78457.1,83111.2,83932.2,87187.4,91980.4,95648.2,99497.4,102950,105470,106895,106929,105771,106888,108443,110056,111412,117077,119385,121698,122074,121720,119926,117254,117905,-0.207582,-1.58617,-1.52659,-0.284337,-0.618598,0.150029,-0.728664,-0.0437518,-1.09877,-1.54602,-1.49121,-1.73427,-0.482414,-1.05656,-0.762899,-0.612796,-1.55645,-1.336,-1.32959,-3.58223,-0.35418,0.22362,-1.30667,-1.0177,-0.00384979,0.208285,0.327461,1.65651,0.195691,0.576425,0.00351709,0.179023,0.934622,-0.210281,1.13161,0.905308,1.98504,1.85173,1.33137,-0.518704,1.27361,0.439093,2.20821,-0.0438294,1.12437,2.0937,0.471185,1.76091,1.93089,0.5118,1.45733,1.31668,0.255046,1.01487,0.516656,1.14263,1.76286,1.80359,1.38437,1.75182,2.31447,-0.713153,0.937606,-0.492016,-1.30429,-0.690902,0.165908,2.1381,12554.1,11728.2,11289.6,10937.4,10597.7,10125.6,9853.37,9732.35,9882.06,10721.1,11892.4,13223,14090.7,14757.7,15369.9,15926.3,15774.6,16111.2,16949.3,18502.1,20613.5,22596.3,24125.6,24583.1,25306.1,26369.2,27963.7,29566.9,31306.7,33430.5,35243.2,36855.6,37727.7,38722.8,39143.2,39319.8,38607.3,38513.7,38510.9,38988.5,39894.4,41570.9,43376.9,45078.4,46502.2,0.918541,45764,44079.9,42003.8,40221.3,39398.7,40028.2,42034.8,44469.7,46110.6,46372.2,45479.6,44035.9,42529.4,41115.1,39692.1,8581.22,8059.01,7461.46,6939.67,6718.57,7084.66,8036.69,8897.43,9097.74,8796.92,8335.35,7942.71,7701.32,7530.52,7327.04,60.8535,11.9846,1.83623,3.40087,1.57724,7.83576,13.3773,7.89656,9.60855,5.10198,127360
1.00246,0.599596,1,0.0725389,0.07,47830.1,7006.24,448.972,31865.3,30732.2,30090.6,30399.5,31217.6,30783.3,32566.5,33429.4,34777.8,37116.2,38928.1,42066.1,44768.4,49623.4,55638.6,61923.4,64687.1,68384.7,70506.2,76526.4,79751.7,83844.1,88823.2,89706.9,93166.4,97674.9,101369,105707,109130,111733,113457,113895,113268,114347,116307,118689,121107,125570,127170,128327,128333,127196,124958,123381,121775,-0.850481,-1.26356,-2.38001,-0.131281,-1.46364,0.321719,-0.42831,-0.946505,-0.566099,-1.6482,-1.94768,-1.02237,-0.227646,-1.47434,-0.247646,-0.137329,-1.05809,-0.332448,-1.26621,-2.38859,-1.09576,-0.799595,-2.15139,-0.32498,-0.336158,-0.501809,0.930494,0.751931,0.31891,1.01431,0.320426,-0.371361,0.626493,-0.38057,1.32026,1.15746,2.18796,1.48402,1.59589,-1.41948,1.19976,0.317312,2.14927,0.228512,1.37537,2.03682,-0.101103,1.63776,1.83857,0.697012,1.64447,1.20799,0.378239,0.90178,0.956275,1.18919,1.53034,1.81947,1.4262,1.88276,1.95067,-1.15575,0.565874,0.440169,-1.35139,0.13139,1.25142,1.00662,13924.1,13374.9,12980.5,12469.1,11995.4,10915,10553.1,10022,10108.5,10744.3,11663,12766.1,13630.8,13875.9,14698.7,15279.6,15374.6,16052.6,17234.8,19386.3,21814.2,24307.7,26033,26672.5,27642.9,28766.1,30472.6,32202.3,33985.6,36063.4,37916.9,39353.9,40199.8,41290.3,41924.5,42512.8,42156.7,42148,42239.3,42723.4,43608.7,45090.3,46562.8,47952.2,48952.8,0.9827,47830.1,46331.1,44365.2,42450.9,40900.4,39874.2,39313.1,38977.8,38506.8,37893.3,37391.3,37447.4,38550.9,40874,43878.5,7006.24,6652.12,6258.07,5898.46,5660.39,5586.14,5654.68,5708.86,5605.12,5410.95,5202.5,5056.3,5203.1,5860.03,6672.17,25.4341,2.86026,1.92367,8.90553,1.21603,1.76588,2.81652,72.0122,6.84549,6.76111,123116
